V1,V2,V3,V4
bOtu679,bOtu515,0.685994341,1
bOtu679,bOtu1254,0.77005138,1
bOtu679,eOtu501,0.695608344,1
bOtu679,bOtu494,0.753702346,1
bOtu679,bOtu2156,0.695725243,1
bOtu679,eOtu629,0.718421208,1
bOtu679,bOtu2694,0.666736691,1
bOtu679,bOtu948,0.685994341,1
eOtu1150,eOtu1106,0.664211164,1
eOtu1150,bOtu1065,0.741935484,1
eOtu1150,eOtu1662,0.664211164,1
eOtu1150,eOtu501,0.695608344,1
eOtu1150,eOtu629,0.677419355,1
eOtu1150,eOtu1401,0.661764706,1
eOtu1150,eOtu1083,0.695608344,1
bOtu120,bOtu319,0.657142857,1
eOtu2751,eOtu1984,0.677419355,1
bOtu394,bOtu460,0.705882353,1
bOtu394,bOtu2315,0.657142857,1
bOtu394,bOtu263,0.77005138,1
bOtu394,bOtu106,0.698253252,1
bOtu394,bOtu1512,0.676123404,1
bOtu394,bOtu773,0.753702346,1
bOtu394,bOtu287,0.695608344,1
eOtu352,eOtu333,0.774596669,1
eOtu1106,bOtu1065,0.664211164,1
eOtu980,bOtu2604,0.654653671,1
bOtu424,bOtu1745,0.718421208,1
bOtu424,bOtu1816,0.695725243,1
bOtu424,bOtu1864,0.695725243,1
bOtu424,bOtu78,0.695725243,1
bOtu424,bOtu807,0.657142857,1
bOtu424,bOtu2694,0.720588235,1
bOtu424,eOtu1689,0.666736691,1
bOtu68,bOtu494,0.657142857,1
bOtu68,eOtu629,0.695725243,1
bOtu59,bOtu41,0.695725243,1
bOtu59,bOtu64,0.705882353,1
bOtu59,bOtu173,0.714285714,1
bOtu59,bOtu576,0.698253252,1
bOtu59,bOtu146,0.828571429,1
bOtu59,bOtu803,0.771428571,1
bOtu59,bOtu3191,0.782690898,1
bOtu59,bOtu1512,0.698253252,1
bOtu59,bOtu469,0.823529412,1
bOtu59,bOtu415,0.657142857,1
bOtu59,bOtu794,0.771428571,1
bOtu1065,bOtu173,0.666736691,1
bOtu1065,eOtu1662,0.654653671,1
bOtu1065,bOtu1361,0.654653671,1
bOtu1065,bOtu1254,0.657142857,1
bOtu1065,eOtu501,0.664211164,1
bOtu1065,bOtu494,0.685994341,1
bOtu1065,bOtu2156,0.654653671,1
bOtu1065,bOtu1301,0.654653671,1
bOtu1065,eOtu629,0.695608344,1
bOtu1065,bOtu3908,0.708447269,1
bOtu1065,bOtu772,0.654653671,1
bOtu1065,bOtu2694,0.708447269,1
bOtu1065,bOtu948,0.691176471,1
bOtu1065,eOtu593,0.664211164,1
eOtu1226,eOtu1460,0.718421208,1
eOtu1226,eOtu1083,0.666736691,1
eOtu1226,eOtu2275,0.718421208,1
bOtu487,bOtu1664,0.654653671,1
bOtu487,bOtu581,0.657142857,1
eOtu553,bOtu1864,0.695608344,1
eOtu553,eOtu1083,0.657142857,1
bOtu441,bOtu173,0.676123404,1
bOtu441,bOtu460,0.676123404,1
bOtu441,bOtu2315,0.695725243,1
bOtu441,bOtu9990,0.657142857,1
bOtu441,bOtu3191,0.654653671,1
bOtu441,bOtu1512,0.657142857,1
bOtu441,bOtu3908,0.676123404,1
bOtu441,bOtu772,0.695725243,1
bOtu99,bOtu1648,0.695725243,1
bOtu99,bOtu467,0.714285714,1
bOtu99,bOtu2990,0.654653671,1
bOtu41,bOtu64,0.771428571,1
bOtu41,bOtu657,0.657142857,1
bOtu41,bOtu233,0.771428571,1
bOtu41,bOtu576,0.657142857,1
bOtu41,bOtu146,0.714285714,1
bOtu41,bOtu3191,0.654653671,1
bOtu41,bOtu415,0.714285714,1
bOtu41,bOtu184,0.695725243,1
bOtu41,bOtu794,0.714285714,1
bOtu562,bOtu515,0.657142857,1
bOtu562,bOtu157,0.657142857,1
bOtu562,bOtu329,0.657142857,1
bOtu64,bOtu657,0.695725243,1
bOtu64,bOtu233,0.771428571,1
bOtu64,bOtu146,0.714285714,1
bOtu64,bOtu3191,0.695725243,1
bOtu64,bOtu584,0.664211164,1
bOtu64,bOtu469,0.677419355,1
bOtu64,bOtu169,0.698253252,1
bOtu64,bOtu415,0.718421208,1
bOtu64,bOtu794,0.771428571,1
bOtu173,bOtu2315,0.758970926,1
bOtu173,bOtu146,0.698253252,1
bOtu173,bOtu3191,0.788893492,1
bOtu173,bOtu1512,0.718421208,1
bOtu173,bOtu469,0.741935484,1
bOtu173,bOtu1900,0.695608344,1
bOtu173,bOtu453,0.677419355,1
bOtu173,bOtu794,0.714285714,1
bOtu173,bOtu2371,0.720588235,1
bOtu240,bOtu258,0.714285714,1
bOtu657,bOtu20,0.695725243,1
bOtu657,bOtu184,0.657142857,1
bOtu460,bOtu2315,0.664211164,1
bOtu460,eOtu1662,0.657142857,1
bOtu460,bOtu300,0.718421208,1
bOtu460,bOtu3908,0.685994341,1
bOtu460,bOtu772,0.741935484,1
bOtu2315,bOtu263,0.657142857,1
bOtu2315,bOtu146,0.695725243,1
bOtu2315,bOtu803,0.676123404,1
bOtu2315,bOtu3191,0.828571429,1
bOtu2315,bOtu1512,0.880406274,1
bOtu2315,bOtu469,0.661764706,1
bOtu2315,bOtu1900,0.753702346,1
bOtu2315,bOtu2371,0.718421208,1
bOtu233,bOtu146,0.714285714,1
bOtu233,bOtu73,0.657142857,1
bOtu233,bOtu467,-0.695725243,-1
bOtu233,bOtu584,0.782690898,1
bOtu233,bOtu415,0.77005138,1
bOtu233,bOtu531,0.685994341,1
bOtu233,bOtu794,0.714285714,1
bOtu490,bOtu1745,0.654653671,1
bOtu490,bOtu3761,0.695725243,1
bOtu490,bOtu1572,0.654653671,1
bOtu1648,bOtu263,-0.654653671,-1
bOtu1648,eOtu286,0.720588235,1
bOtu1648,bOtu1664,0.685994341,1
bOtu1648,bOtu432,0.708447269,1
bOtu1648,bOtu199,0.714285714,1
bOtu1648,bOtu467,0.771428571,1
bOtu1648,bOtu2990,0.676123404,1
bOtu1648,bOtu584,-0.753702346,-1
bOtu1648,eOtu1361,-0.654653671,-1
bOtu1648,bOtu532,0.758970926,1
bOtu1648,bOtu288,0.724713795,1
bOtu1648,bOtu2174,-0.698253252,-1
bOtu1648,bOtu287,-0.654653671,-1
bOtu1648,eOtu417,0.685994341,1
bOtu1648,bOtu548,0.685994341,1
bOtu1648,bOtu906,0.714285714,1
bOtu224,bOtu538,0.657142857,1
bOtu224,bOtu803,0.657142857,1
bOtu224,bOtu747,0.771428571,1
bOtu224,bOtu469,0.676123404,1
bOtu681,bOtu803,0.657142857,1
bOtu74,bOtu740,0.771428571,1
bOtu74,bOtu1361,0.695725243,1
bOtu74,bOtu844,0.654653671,1
bOtu74,bOtu455,0.654653671,1
bOtu1745,bOtu1816,0.664211164,1
bOtu1745,bOtu638,0.654653671,1
bOtu1745,bOtu807,0.654653671,1
bOtu1745,bOtu1037,0.664211164,1
eOtu1662,bOtu3908,0.695725243,1
eOtu1662,eOtu1401,0.685994341,1
bOtu740,bOtu844,0.698253252,1
bOtu740,bOtu134,0.657142857,1
bOtu740,bOtu415,0.657142857,1
bOtu740,bOtu184,0.657142857,1
bOtu740,bOtu455,0.654653671,1
bOtu263,bOtu576,0.685994341,1
bOtu263,bOtu989,0.654653671,1
bOtu263,bOtu106,0.664211164,1
bOtu263,bOtu584,0.708447269,1
bOtu263,eOtu1361,0.695608344,1
bOtu263,bOtu2174,0.695608344,1
bOtu263,bOtu773,0.714285714,1
bOtu263,bOtu287,0.764705882,1
bOtu263,bOtu548,-0.654653671,-1
bOtu263,bOtu2260,0.708447269,1
bOtu263,bOtu836,0.705882353,1
bOtu263,bOtu4674,0.764705882,1
bOtu263,bOtu659,0.741935484,1
eOtu286,bOtu1664,0.698253252,1
eOtu286,bOtu432,0.664211164,1
eOtu286,eOtu128,0.77005138,1
eOtu286,bOtu199,0.657142857,1
eOtu286,bOtu2990,0.685994341,1
eOtu286,bOtu288,0.657142857,1
eOtu286,eOtu1374,0.758970926,1
eOtu286,bOtu1652,0.708447269,1
eOtu286,eOtu417,0.774596669,1
eOtu286,bOtu836,-0.654653671,-1
eOtu286,eOtu977,0.664211164,1
eOtu286,bOtu4674,-0.698253252,-1
eOtu219,eOtu580,0.654653671,1
bOtu538,bOtu515,0.714285714,1
bOtu538,bOtu844,0.698253252,1
bOtu538,bOtu469,0.714285714,1
bOtu538,bOtu3908,0.654653671,1
bOtu538,bOtu772,0.657142857,1
bOtu538,bOtu434,0.657142857,1
bOtu538,bOtu948,0.657142857,1
bOtu984,bOtu1773,0.685994341,1
bOtu363,bOtu613,0.657142857,1
bOtu348,bOtu1361,0.714285714,1
bOtu348,bOtu1254,0.657142857,1
bOtu348,bOtu1664,0.664211164,1
bOtu348,eOtu501,0.666736691,1
bOtu348,bOtu581,0.657142857,1
bOtu348,bOtu2156,0.724713795,1
bOtu348,bOtu288,0.753702346,1
bOtu348,eOtu774,0.657142857,1
bOtu348,bOtu1652,0.808823529,1
bOtu348,bOtu948,0.657142857,1
bOtu348,eOtu977,0.698253252,1
bOtu348,bOtu906,0.753702346,1
bOtu348,bOtu1264,0.657142857,1
bOtu1469,eOtu501,0.654653671,1
bOtu1361,bOtu2156,0.695725243,1
bOtu576,bOtu146,0.708447269,1
bOtu576,bOtu106,0.676123404,1
bOtu576,bOtu3191,0.695725243,1
bOtu576,bOtu1512,0.724713795,1
bOtu576,bOtu584,0.708447269,1
bOtu576,bOtu548,-0.654653671,-1
bOtu576,bOtu355,0.657142857,1
bOtu576,bOtu531,0.657142857,1
bOtu576,bOtu794,0.764705882,1
bOtu146,bOtu803,0.724713795,1
bOtu146,bOtu3191,0.81167945,1
bOtu146,bOtu1512,0.753702346,1
bOtu146,bOtu584,0.664211164,1
bOtu146,bOtu469,0.771428571,1
bOtu146,bOtu415,0.657142857,1
bOtu146,bOtu355,0.695725243,1
bOtu146,bOtu794,0.771428571,1
bOtu143,bOtu1483,0.714285714,1
bOtu143,eOtu1361,-0.654653671,-1
bOtu143,bOtu1572,0.657142857,1
bOtu255,bOtu844,0.664211164,1
bOtu255,bOtu1238,0.657142857,1
bOtu255,bOtu261,0.714285714,1
bOtu255,bOtu329,0.657142857,1
bOtu255,bOtu115,0.698253252,1
bOtu255,bOtu247,0.657142857,1
bOtu255,bOtu455,0.676123404,1
bOtu73,bOtu110,0.661764706,1
bOtu33,bOtu532,0.695608344,1
bOtu33,bOtu906,0.695725243,1
bOtu515,bOtu157,0.657142857,1
bOtu515,bOtu219,0.677419355,1
bOtu515,bOtu329,0.714285714,1
bOtu515,bOtu948,0.695608344,1
eOtu538,bOtu584,0.695725243,1
bOtu3436,bOtu462,0.657142857,1
bOtu3436,bOtu4023,0.718421208,1
bOtu3436,bOtu2265,0.666736691,1
bOtu3436,bOtu2563,0.758970926,1
eOtu1460,eOtu2275,0.718421208,1
bOtu989,bOtu2174,0.666736691,1
bOtu989,bOtu773,0.666736691,1
bOtu989,bOtu548,-0.657142857,-1
bOtu989,bOtu659,0.698253252,1
bOtu844,bOtu157,0.657142857,1
bOtu844,bOtu29,0.666736691,1
bOtu844,bOtu494,0.685994341,1
bOtu844,bOtu469,0.666736691,1
bOtu844,bOtu1238,0.654653671,1
bOtu844,bOtu219,0.664211164,1
bOtu844,bOtu948,0.698253252,1
bOtu844,bOtu455,0.867647059,1
bOtu157,bOtu494,0.666736691,1
bOtu157,bOtu229,0.657142857,1
bOtu157,bOtu329,0.657142857,1
bOtu157,bOtu455,0.654653671,1
bOtu29,bOtu219,0.657142857,1
bOtu29,bOtu184,0.657142857,1
bOtu1254,bOtu1816,0.695725243,1
bOtu1254,bOtu1864,0.666736691,1
bOtu1254,bOtu2156,0.753702346,1
bOtu1254,eOtu629,0.661764706,1
bOtu1254,bOtu948,0.685994341,1
bOtu1664,eOtu128,0.654653671,1
bOtu1664,bOtu2990,0.695608344,1
bOtu1664,bOtu532,0.666736691,1
bOtu1664,bOtu1652,0.724713795,1
bOtu1664,eOtu417,0.708447269,1
bOtu1664,bOtu906,0.664211164,1
bOtu189,bOtu707,0.657142857,1
bOtu4023,bOtu2265,0.77005138,1
bOtu4023,bOtu2563,0.705882353,1
bOtu4023,bOtu1900,0.657142857,1
eOtu501,bOtu494,0.698253252,1
eOtu501,bOtu2156,0.654653671,1
eOtu501,bOtu360,0.654653671,1
eOtu501,eOtu629,0.677419355,1
eOtu501,bOtu1652,0.695608344,1
eOtu501,bOtu948,0.685994341,1
eOtu501,bOtu906,0.685994341,1
eOtu501,bOtu455,0.695608344,1
bOtu2265,bOtu2563,0.714285714,1
bOtu2265,bOtu2260,0.657142857,1
bOtu432,bOtu199,0.771428571,1
bOtu432,bOtu288,0.666736691,1
bOtu1816,bOtu1864,0.677419355,1
bOtu1816,bOtu2156,0.676123404,1
bOtu1816,bOtu807,0.657142857,1
bOtu1816,bOtu2694,0.724713795,1
bOtu1816,bOtu1572,0.664211164,1
bOtu803,bOtu3191,0.666736691,1
bOtu803,bOtu1512,0.698253252,1
bOtu803,bOtu469,0.753702346,1
bOtu803,bOtu794,0.714285714,1
bOtu106,bOtu773,0.666736691,1
bOtu106,bOtu836,0.657142857,1
bOtu300,bOtu3908,0.714285714,1
bOtu300,bOtu772,0.714285714,1
bOtu747,bOtu469,0.657142857,1
bOtu494,eOtu629,0.708447269,1
bOtu494,bOtu3908,0.657142857,1
bOtu494,bOtu455,0.695608344,1
bOtu137,bOtu467,0.657142857,1
bOtu229,bOtu469,0.657142857,1
bOtu3191,bOtu1512,0.808823529,1
bOtu3191,bOtu469,0.771428571,1
bOtu3191,bOtu1900,0.695725243,1
bOtu3191,bOtu794,0.771428571,1
bOtu3191,bOtu2371,0.677419355,1
bOtu1512,bOtu1900,0.705882353,1
bOtu1512,bOtu548,-0.654653671,-1
bOtu1512,bOtu794,0.753702346,1
bOtu1512,bOtu2371,0.691176471,1
eOtu128,bOtu1652,0.705882353,1
eOtu128,eOtu977,0.695725243,1
bOtu199,bOtu109,0.657142857,1
bOtu199,bOtu288,0.691176471,1
bOtu199,bOtu2174,-0.654653671,-1
bOtu467,bOtu532,0.676123404,1
bOtu467,bOtu288,0.685994341,1
bOtu467,bOtu706,0.654653671,1
bOtu467,bOtu906,0.666736691,1
bOtu581,bOtu1652,0.695725243,1
bOtu946,bOtu948,0.654653671,1
bOtu2990,eOtu1374,0.664211164,1
bOtu2990,eOtu417,0.695608344,1
bOtu2990,bOtu548,0.695608344,1
bOtu1864,bOtu3761,0.698253252,1
bOtu1864,bOtu807,0.666736691,1
bOtu1864,bOtu1572,0.771428571,1
bOtu1864,bOtu1264,0.657142857,1
bOtu20,bOtu584,0.657142857,1
bOtu2156,bOtu3908,0.664211164,1
bOtu2156,bOtu948,0.708447269,1
bOtu2156,bOtu1572,0.666736691,1
bOtu584,eOtu1361,0.666736691,1
bOtu584,bOtu288,-0.676470588,-1
bOtu584,bOtu2174,0.724713795,1
bOtu584,bOtu287,0.714285714,1
bOtu584,bOtu355,0.705882353,1
bOtu584,bOtu531,0.83165549,1
bOtu584,bOtu794,0.664211164,1
bOtu584,bOtu906,-0.657142857,-1
eOtu580,bOtu134,0.654653671,1
bOtu3761,bOtu1572,0.714285714,1
bOtu109,bOtu247,0.657142857,1
eOtu1361,bOtu288,-0.654653671,-1
eOtu1361,bOtu2174,0.664211164,1
eOtu1361,bOtu287,0.705882353,1
eOtu1361,bOtu274,-0.654653671,-1
eOtu1361,bOtu1773,0.676123404,1
eOtu1361,bOtu531,0.654653671,1
eOtu1361,bOtu4674,0.676123404,1
eOtu1361,bOtu1264,-0.654653671,-1
bOtu360,bOtu948,0.654653671,1
bOtu1301,bOtu2694,0.698253252,1
bOtu1301,bOtu319,0.661764706,1
bOtu1147,bOtu3908,0.654653671,1
bOtu246,bOtu274,0.695725243,1
bOtu246,bOtu247,0.657142857,1
bOtu2488,bOtu3908,0.676123404,1
bOtu469,bOtu434,0.657142857,1
bOtu469,bOtu794,0.714285714,1
bOtu3908,bOtu772,0.718421208,1
bOtu3908,bOtu2694,0.677419355,1
bOtu1900,bOtu2694,0.698253252,1
bOtu1900,bOtu2371,0.714285714,1
bOtu772,bOtu453,0.677419355,1
bOtu288,bOtu2174,-0.676123404,-1
bOtu288,bOtu1652,0.724713795,1
bOtu288,bOtu1572,0.666736691,1
bOtu288,bOtu906,0.718421208,1
bOtu288,bOtu1264,0.657142857,1
bOtu2174,bOtu773,0.718421208,1
bOtu2174,bOtu287,0.677419355,1
bOtu2174,bOtu1773,0.695608344,1
bOtu2174,bOtu659,0.718421208,1
bOtu9525,bOtu274,0.661764706,1
bOtu1238,bOtu115,0.657142857,1
bOtu1238,bOtu455,0.685994341,1
bOtu134,bOtu219,0.657142857,1
bOtu134,bOtu184,0.657142857,1
bOtu415,bOtu794,0.695725243,1
bOtu219,bOtu948,0.714285714,1
bOtu219,bOtu455,0.666736691,1
bOtu261,bOtu329,0.657142857,1
bOtu773,bOtu287,0.724713795,1
bOtu773,bOtu2260,0.698253252,1
bOtu773,bOtu1773,0.664211164,1
bOtu773,bOtu4674,0.691176471,1
bOtu773,bOtu659,0.741935484,1
bOtu2694,bOtu2371,0.657142857,1
bOtu2604,bOtu4674,0.657142857,1
eOtu1374,bOtu1652,0.705882353,1
eOtu1374,eOtu417,0.657142857,1
bOtu1652,bOtu411,0.691176471,1
bOtu1652,bOtu906,0.724713795,1
bOtu115,bOtu247,0.657142857,1
bOtu115,bOtu455,0.685994341,1
bOtu184,bOtu435,0.657142857,1
bOtu287,bOtu4674,0.664211164,1
bOtu287,bOtu659,0.691176471,1
bOtu948,bOtu319,0.664211164,1
bOtu948,bOtu1264,0.666736691,1
bOtu948,bOtu455,0.718421208,1
bOtu548,bOtu2260,-0.695725243,-1
bOtu548,bOtu836,-0.654653671,-1
bOtu548,bOtu659,-0.676123404,-1
bOtu355,bOtu531,0.666736691,1
bOtu453,bOtu2371,0.657142857,1
bOtu2260,bOtu836,0.714285714,1
bOtu2260,bOtu659,0.654653671,1
bOtu836,bOtu4674,0.685994341,1
